id,name,category,description,wikiLinks
rlpblq,Rocket Fuel,consumable,Increases Fire Rate by 10% and Melee Attack Speed by 15%. Lasts 20s.,https://remnant.wiki/Rocket_Fuel
rlpblz,Sweet Leaf,consumable,Grants 1 stack of BULWARK. Lasts 30s.,https://remnant.wiki/Sweet_Leaf
li99wc,Timeworn Unguent,consumable,Cures SUPPRESSION Blight and increases Blight Resistance by 25. Lasts 10m.,https://remnant.wiki/Timeworn_Unguent
5dUhG6,Walker's Dream,consumable,A terrible cacophony emanates from this sphere. Chittering  howling  shrieking... as if every sound ever expressed has been compiled into one vile utterance  loud and erratic.,https://remnant.wiki/Walker%27s_Dream
62uunk,Athletic,fusion,Movement Speed + Evade Speed,
ck7ms0,Capacitor,fusion,Firearm Charge Time + Heat Generation,
zr00kz,Cleric,fusion,Healing Effectiveness + Use Speed,
6ybk0o,Flash,fusion,Casting Speed + Use Speed,
d6hgip,Grip,fusion,Weapon Spread + Firearm Swap Speed,
w962ng,Gunfighter,fusion,Ranged Fire Rate + Reload Speed,
t2myua,Hulk,fusion,Health Bonus + Stamina Bonus,
ynxc2m,Longevity,fusion,Mod Duration + Skill Duration,
m1h26g,Mage,fusion,Mod Damage + Mod Generation,
g58d3p,Meta,fusion,Weakspot Damage + Critical Damage,
wi41h6,Munitions,fusion,Ranged Critical Chance + Ammo Reserves,
n5mt1u,Pirate,fusion,Ranged Damage + Melee Damage,
x59m5x,Protected,fusion,Shield Amount + Base Armor,
jeu7d6,Pugilist,fusion,Melee Speed + Base Stamina,
3fenef,Revitalize,fusion,Health Regeneration + Skill Cooldown,
q0ox6z,Rogue,fusion,Melee Critical Chance + Evade Speed,
ht9ok0,Sapper,fusion,Explosive Damage + Damage Reduction,
0dm69i,Selfless,fusion,Revive Speed + Healing Effectiveness,
26o0ys,Sniper,fusion,Ranged Damage + Weapon Ideal Range,
3b43hx,Tank,fusion,Damage Reduction + Armor Bonus,
6p6ssk,Threshold,fusion,Health Bonus + Grey Health Conversion,
oxap1d,Warrior,fusion,Melee Damage + Melee Speed,
g9u4i3,Wizard,fusion,Mod Critical Chance + Skill Critical Chance,
f4tb3k,Academic's Gloves,gloves,The initials of the Dran who once owned these - and misplaced them often - are embroidered on the wool-lined inside.,https://remnant.wiki/Academic's_Gloves
b7j8ys,Bandit Gloves,gloves,The bandit gloves are rough  patched together from scraps of leather and cloth  a testament to their owner's resourcefulness  and willingness to do whatever it takes to survive. Despite their rough and worn appearance  the gloves provide unexpected durability and protection amidst the unforgiving ruins of the city.,https://remnant.wiki/Bandit_Gloves
batglo,Battle Gloves,gloves,This pair of leather army gloves couldn't be more to the point. They help guard against knicks and cuts and will help you keep a strong grip even in extreme conditions. It's not the most effective gear you've ever seen  but it's better than nothing.,https://remnant.wiki/Battle_Gloves
80xuqr,Bruiser Gloves,gloves,These gauntlets are as tough as steel  as hard as stone  and up for whatever dangers or challenges come their way. They suit you well.,https://remnant.wiki/Bruiser_Gloves
ms9geh,Crimson Guard Gauntlets,gloves,These gauntlets line your forearms with sharp  yet elegant edges  though they lack the sharpened claws that would make a proper bloodthirsty Fae of you.,https://remnant.wiki/Crimson_Guard_Gauntlets
6jrywg,Cultist Gloves,gloves,An unusual piece of attire that consist of leather and rope wrappings that encircle the wearer's wrists. These unconventional gloves were favored by the members of a mysterious cult that valued secrecy and esoteric knowledge above all else,https://remnant.wiki/Cultist_Gloves
6oy3xp,Dendroid Grips,gloves,Against all logic  these gloves feel natural. Like extensions of who you were meant to be.      Seems like that should bother you more.,https://remnant.wiki/Dendroid_Grips
6dy3xp,Disciple Vambraces,gloves,The gauntlets taper to sharp points  reminding one that everything in Yaesha is deadly  even those who seem too beautiful to be so.,https://remnant.wiki/Disciple_Vambraces
1ijl54,Elder Gloves,gloves,Features striking loops of gold that add an ornate touch to the otherwise plain design. Curiously  these embellishments are only present on the left-hand glove  making it stand out from its counterpart on the right.,https://remnant.wiki/Elder_Gloves
6005lk,Fae Royal Vambraces,gloves,Suitable for archery or swordplay - for killing of any sort really.,https://remnant.wiki/Fae_Royal_Vambraces
7ic3gp,Field Medic Gloves,gloves,At a glance it's clear that these fingerless gloves won't keep you warm or offer much protection. Even still  you wear them because they provide improved grip without impacting precision.,https://remnant.wiki/Field_Medic_Gloves
afu61j,High Noon Armguards,gloves,Metal arm guards paired with well-worn gloves that are more comfortable gripping a warm gun than reaching for a handshake. They're tasked with protecting your greatest asset - your trigger finger.,https://remnant.wiki/High_Noon_Armguards
07mqqe,Knotted Gloves,gloves,The deadwood claws fit you almost too snug  making it difficult to remember where bark ends and your own flesh begins.,https://remnant.wiki/Knotted_Gloves
bhw19m,Labyrinth Gauntlets,gloves,Craggy  uneven stone melds tightly to your hands and forearms  as if the skin of something that once was has at last found new purchase.,https://remnant.wiki/Labyrinth_Gauntlets
2lqg9t,Leto Mark 1 Gloves,gloves,Offering unparalleled protection against the unpredictable dangers of The Root  but the trade-off  is that they can be cumbersome and restrict dexterity  making it difficult to perform intricate tasks.,https://remnant.wiki/Leto_Mark_1_Gloves
nfxk7i,Leto Mark II Gloves,gloves,These gauntlets are sturdy enough to hold up even against the Root: They're tough and intimidating while providing the bare-minimum level of dexterity for a steady grip on your weapon of choice. Just don't plan on completing any tasks that require subtlety when wearing these.,https://remnant.wiki/Leto_Mark_II_Gloves
1asxjo,Nanoplated Hands,gloves,These lithe vambraces taper to tightly fitted gloves made of thin  malleable metal sourced from passing asteroids caught in N'Erud's gravitational pull.  “Axion Cadyar was a high-ranking member of House Al'Maruun and the eldest of the Convocation. It was only his demoralizing temper that kept him from becoming Seeker Primis. Though he and I engaged in countless debates  he could never shake his distrust of my artificial design.”,https://remnant.wiki/Nanoplated_Hands
xl7dm2,Nightstalker Gloves,gloves,A single glove and arm wrap are all you need or want for arm protection. The only defense you can truly rely on is a loaded gun and a clear shot.,https://remnant.wiki/Nightstalker_Gloves
i21ob4,Phetyr Crushers,gloves,,https://remnant.wiki/Phetyr_Crushers
rjm014,Radiant Bracers,gloves,The fingerless leather gloves provide exceptional dexterity to the wearer  while the vambraces are adorned with a blue gem that gives the wearer access to the volatile energy stored within.,https://remnant.wiki/Radiant_Bracers
47ak51,Realmwalker Gloves,gloves,Ford's gloves were designed for warmth and dexterity. The soldier who wore these was not swinging blades or forging metal. He was pulling triggers and throwing grenades,https://remnant.wiki/Realmwalker_Gloves
7uqilq,Red Widow Bracers,gloves,These gloves are light  with openings for the fingers to allow the wearer maximum dexterity - a neccesary consideration for traditional Pan weaponry.,https://remnant.wiki/Red_Widow_Bracers
6clcha,Space Worker Gloves,gloves,Electromagnets are worked into the grip  activating automatically when the hand closes. Seems like a useful feature  so long as everything/you work with is metal.,https://remnant.wiki/Space_Worker_Gloves
ws5jah,Survivor Gloves,gloves,Made of durable leather and include a makeshift wrist guard consisting of a metal plate secured by leather straps  providing addition protection to the wearer's wrists without sacrificing dexterity.,https://remnant.wiki/Survivor_Gloves
11wear,Technician Gloves,gloves,A tingle runs across your palm within these gloves - like bugs skittering over your hand.,https://remnant.wiki/Technician_Gloves
tgd095,Trainer Bracer,gloves,An arm guard that also functions as a bite sleeve for training on the subtle nuances of when and who to bite.,https://remnant.wiki/Trainer_Bracer
a527cd,Void Wraps,gloves,Crafted from an enigmatic substance that resembles hardened bone in appearance. These gloves are a powerful tool in the hands of those who would wield the void  drawing energy from the emptiness between worlds to unleash devastating attacks. But with great power comes great cost  and those who dare to wear these gloves must be prepared to pay the price.,https://remnant.wiki/Void_Wraps
irt51q,Zealot's Wraps,gloves,Long gloves fit like a vice around your arms  the pressure quickening your pulse and increasing your awareness. Your hands are well protected with the exception of a few exposed fingertips  intentionally left unguarded in case a given ritual requires quick access to fresh blood.,https://remnant.wiki/Zealot's_Wraps
9qo2gg,Academic's Hat,helm,A soft and durable felt hat fashioned to stylize  not necessarily protect  the most important part of your body. ,https://remnant.wiki/Academic's_Hat
v66pgu,Bandit's Mask,helm,The helm of the bandit armor is a haunting symbol of the ruthless opportunism that arose after the cataclysmic destruction of Earth. Yet  for those who wear it  it also represents a means of survival in a world where mercy is a scarce commodity,https://remnant.wiki/Bandit's_Mask
nathem,Battle Helmet,helm,This helmet looks heavier than it is  which isn't all that surprising  considering it isn't bulletproof. Still  it's useful for protecting against falling debris  and if the angle's just right  it may get lucky and deflect a stray bullet or two. I wouldn't count on it  though.,https://remnant.wiki/Battle_Helmet
o5fNZw,Bloodless Crown,helm,The weight of this crown is heavy  so much heavier than you might have guessed. Though aged  the shining metal has been carefully preserved  and the crown jewel radiates with a passionate fury you can scarcely comprehend.,https://remnant.wiki/Bloodless_Crown
bd4pam,Bruiser Helmet,helm,The visibility in this helmet leaves much to be desired  but that's not really the point. It goes a long way in keeping your head on your shoulders.,https://remnant.wiki/Bruiser_Helmet
ce8izt,Crimson Guard Shroud,helm,The hooded mask wreathes you in a vicious  fiery visage that evokes both fear and admiration. The incandescent eye slits color your vision with the hues of hellfire.,https://remnant.wiki/Crimson_Guard_Shroud
pu3duv,Crown of the Red Prince,helm,A flashy  flame-hot diadem that demands respect and attention in equal measure...were there any subjects left to offer such sentiments. ,https://remnant.wiki/Crown_of_the_Red_Prince
x9jrx1,Cultist Hat,helm,A simple and unassuming headpiece that belies its storied past. Once worn by members of a secretive and enigmatic cult. It now serves as a symbol of redemption for those who have turned their backs on the group's teachings.,https://remnant.wiki/Cultist_Hat
vZL5tu,Dandy Topper,helm,Lovingly crafted by a skilled hatter who clearly takes great pride in their work. After being exposed to endless days of rain  the shell began to separate from the crown  so a woven cord was tied around the center to hold it in place—for now.,https://remnant.wiki/Dandy_Topper
y7fa8n,Dendroid Mask,helm,It's like putting your head inside the monsters you've been killing all this time. It's comfortable enough though  so long as you don't think about where it's been. ,https://remnant.wiki/Dendroid_Mask
y7fa8d,Disciple Headpiece,helm,The unwavering visage of Lydusa carves the shape of this mask. Though her sisters wandered far and wide  Lydusa seldom traveled at all  for stone by its nature is unmoving and lonely.,https://remnant.wiki/Disciple_Headpiece
fek1ml,Elder Headdress,helm,This headpiece hails from the wild and mysterious world of Yaesha. Its smooth      featureless. design is both eerie and elegant  painted a stark white and adorned     with luxuriant fur and imposing horns.,https://remnant.wiki/Elder_Headdress
88kdl6,Fae Royal Headcover,helm,It feels like you're not wearing any helmet at all - you'd swear you could even feel the wind in your hair. Yet it turns an arrow as effectively as any steel. ,https://remnant.wiki/Fae_Royal_Headcover
48nh1x,Field Medic Hat,helm,While it may shield your eyes from the sun  it's not particularly protective against the dangers of the Root. ,https://remnant.wiki/Field_Medic_Hat
e1waki,Field Medic Mask,helm,This face covering protects you from contagions without obstructing your sight. You feel like a creature from another world in this thing. Perhaps that's fitting. ,https://remnant.wiki/Field_Medic_Mask
94xkn1,High Noon Hat,helm,Something about this hat just feels right. Paired with a bandana  it keeps the sun and elements from hindering your all-important aim. ,https://remnant.wiki/High_Noon_Hat
oab1w0,Knotted Helm,helm,A hauntingly familiar visage  convincing enough to still be alive. To truly know your enemy  you must get inside its head. Literally. ,https://remnant.wiki/Knotted_Helm
im7fm2,Labyrinth Headplate,helm,This helmet is reminiscent of a statue from a time long  long before. ,https://remnant.wiki/Labyrinth_Headplate
kc4dc0,Leto Mark 1 Helmet,helm,Reinforced and designed to completely enclose the head  providing maximum protection against the dangers of the Root,https://remnant.wiki/Leto_Mark_1_Helmet
sdsybp,Leto Mark II Helmet,helm,While this ironclad helmet is somewhat difficult to breathe in  you feel secure knowing even the heaviest weapon would have little chance of cracking into your skull. ,https://remnant.wiki/Leto_Mark_II_Helmet
pjt7nj,Lodestone Crown,helm,This crown was worn by King Kolket himself. It could be heresy for a paxultek to wear such an artifact  but there are few left among the Pan who would even recognize it as their own.,https://remnant.wiki/Lodestone_Crown
u7PqrJ,Mudtooth's Hat,helm,A hat that once belonged to some kind of man in black. Or did it? Mudtooth went through some kind of crazy experience to get this thing  though the details are a little muddled. Either that  or he found it in a dumpster. You're going to choose to believe it's the former.,https://remnant.wiki/Mudtooth's_Hat
2x3sxo,Nanoplated Transmitter,helm,The wide  dish-shaped helmet functions as a long-range radar to translate the wearer's thoughts into commands for their drone.  “Cae'Loa Iturius was nominated to the Convocation on account of her innovative genius. However  she preferred the company of machines and artificial intelligence and rarely appeared in the public eye. Of the five Seekers  she was the least resistant to accepting my analysis of Alepsis-Taura.”,https://remnant.wiki/Nanoplated_Transmitter
ovnzhv,Navigator's Helm,helm,It's hard to imagine someone piloting an entire world  but that's who this helm was for. The sockets allowed them to speak with N'Erud directly. N'Erud had dozens of pilots  all working in concert-both with each other and with the world itself. ,https://remnant.wiki/Navigator's_Helm
zy1ce3,Nightstalker Shroud,helm,A hunting mask with advanced respirator capabilities. It purifies yet does nothing to mask the stench of death that permeates the air. ,https://remnant.wiki/Nightstalker_Shroud
3emu93,Phetyr Sensor,helm,,https://remnant.wiki/Phetyr_Sensor
hv4oqq,Radiant Visage,helm,The cowl is a striking blue  which contrasts with the large  featureless golden mask that covers the face of the wearer. This armor was highly coveted and only granted to those few who were recognized as the "Radiant Ones." ,https://remnant.wiki/Radiant_Visage
abhqna,Realmwalker Beret,helm,This hat once belonged to Founder Ford. He was only a captain then-a much younger Ford  from a long time and many lives ago. ,https://remnant.wiki/Realmwalker_Beret
k6zlwn,Red Widow Headdress,helm,The horns of this helmet are ornamental  designed to be displayed in addition to the Pan wearer's own horns-which themselves protrude from additional openings in the armor-to create a truly frightening visage. ,https://remnant.wiki/Red_Widow_Headdress
n3vlkq,Space Worker Mask,helm,People (Mudtooth mostly) tell stories of how  before the Root  humans could fly into space. It's probably not true  but if it were  they'd need something like this to keep them alive out there. ,https://remnant.wiki/Space_Worker_Mask
gsctum,Technician Helmet,helm,An overwhelming amount of information shines within the helmet's display  the vast majority of it incomprehensible. Whether that's because it's a foreign language or the helmet has been damaged by whatever destroyed this place is anybody's guess. ,https://remnant.wiki/Technician_Helmet
m8wgy9,Trainer Cap,helm,For some reason  your head feels naked without this simple baseball cap with a fox logo. That aside  it keeps the sun out of your eyes  and that's all you ask of it.,https://remnant.wiki/Trainer_Cap
gsctud,True Crimson Crown,helm,Unified at long last  this enigmatic mask and flaming diadem signify that its wearer is not only forever loyal to the Red King but stands as his most favoured equal.,https://remnant.wiki/True_Crimson_Crown
s7tvfn,Void Skull,helm,The skull-like helm hails from the inhospitable world of Rhom  where survival demands more than just strength and cunning. Fashioned from a mysterious material  its surface glimmers with an otherworldly sheen that seems to shift and change with the light. Its sleek and angular lines  reminiscent of some alien technology  evoke a sense of unease in those who gaze upon it. ,https://remnant.wiki/Void_Skull
81jid6,Welding Goggles,helm,,https://remnant.wiki/Welding_Goggles
ts1v89,Zealot's Hat,helm,A large-brimmed hat that manages to strike fear in those who see it despite its simplistic and unintimidating design. Its main use is to cast its wearer's face in     a shadow as dark as the deeds they seek to commit under black of night.,https://remnant.wiki/Zealot's_Hat
9b43cb,Academic's Trousers,legs,Expensive-looking shoes fit for a lecture hall...that wouldn't last a week outside it.,https://remnant.wiki/Academic's_Trousers
zdv44y,Bandit Trousers,legs,Consists of a pair of basic slacks and sturdy boots. While it may not offer much in terms of protection  it allows for easy movement and agility in the dangerous terrain of the ruined cityscapes. The simplicity of the design is a testament to the practicality of the bandits  who prioritize functionality over aesthetics.,https://remnant.wiki/Bandit_Trousers
battra,Battle Slacks,legs,A rugged pair of army pants complete with a functional  nondescript belt  a belt buckle  and a set of worn leather boots. They're designed to withstand whatver the mission demands of a soldier.,https://remnant.wiki/Battle_Slacks
pof5ii,Bruiser Boots,legs,While they're not exactly aesthetic  you're more comfortable in twice-temper steel and repurposed tire tread than you care to admit.,https://remnant.wiki/Bruiser_Boots
zk58sf,Crimson Guard Sabatons,legs,The crimson greaves clink and clank as you walk  announcing your presence to those honored enough to know it. Each sabaton tapers to a sharp  defiant point.,https://remnant.wiki/Crimson_Guard_Sabatons
mr4hn3,Cultist Britches,legs,Simple slacks and boots made of cloth and wrapped in rope. Cultists rely on their unwavering devotion to the Root for their safety instead.,https://remnant.wiki/Cultist_Britches
zwh3mb,Dendroid Leggings,legs,The deadwood boots are surprisingly snug. You're not sure what you expected shodding your feet inside the bloodthirsty branches of the Root  but it wasn't this cushioned comfort.,https://remnant.wiki/Dendroid_Leggings
udddub,Disciple Greaves,legs,You can feel all of Yaesha beneath the soles of these heavy greaves: the soft loam of the soil  the plush of green clovers  and the cold chill of a gurgling stream. You walk with the ease of those who were born of the forest.,https://remnant.wiki/Disciple_Greaves
tfvyyg,Elder Leggings,legs,Designed for both form and function. Made from durable yet lightweight materials  they allow for a full range of movement and flexibility in combat.,https://remnant.wiki/Elder_Leggings
pi4h8k,Fae Royal Greaves,legs,Although apparently made of steel  they feel lighter than any boots you've eve worn.      No... you feel lighter when wearing them.,https://remnant.wiki/Fae_Royal_Greaves
eqcfyt,Field Medic Trousers,legs,With an assortment of pockets  pouches  and loops for your various concoctions you're essentially a walking apothecary.,https://remnant.wiki/Field_Medic_Trousers
yccols,High Noon Soles,legs,Durable pants with spurred boots and a strip of leather for a belt. The only accent is an imposing skull on the belt buckle  a constant reminder that death is always lurking in the shadows.,https://remnant.wiki/High_Noon_Soles
b48zw1,Knotted Greaves,legs,These boots are surprisingly light and agile  carrying you through foliage and bramble with ease. They seem to know where to go before you even lift you foot.,https://remnant.wiki/Knotted_Greaves
td29nk,Labyrinth Treads,legs,The grime of a thousand different worlds mars the side of boots that walk in one place where all paths converge.,https://remnant.wiki/Labyrinth_Treads
59uhgg,Leto Mark 1 Leggings,legs,Offering unparalleled protection at the cost of speed and agility. Although it hinders movement  the armor's strength allows its wearer to withstand even the most vicious attacks without fear of serious injury.,https://remnant.wiki/Leto_Mark_1_Leggings
t8auqk,Leto Mark II Leggings,legs,Strong yet streamlined. Practical yet aesthetic. Although you can't expect to make a quick getaway in these  they're just what you need to stand strong against the looming threat of destruction. The care and attention to detail t| went into them is something to behold.,https://remnant.wiki/Leto_Mark_II_Leggings
im4rk0,Nanoplated Waist,legs,These boots end in a foot with three long toes  which help augment the wearer's balance and flexibility  allowing them to navigate complex and unforeseen environments.  “Maxim Lar'Veli  the People's Seeker  was nominated to the Convocation despite his relatively low status within House Al'Maruun due to his earnest nature and passionate dedication to his people. He elected himself to stay awake alongside the Seeker Primis while the rest of the Drzyr entered cryostasis. For that short while  Precept Surus and I were his only confidants.”,https://remnant.wiki/Nanoplated_Waist
l6utx1,Nightstalker Pants,legs,Thin shoes that fit perfectly and feel like they practically disappear on your feet. They're ideal for stealthy maneuvering while stalking your prey.,https://remnant.wiki/Nightstalker_Pants
pd68a7,Phetyr Locomotor,legs,,https://remnant.wiki/Phetyr_Locomotor
vsg3ue,Radiant Greaves,legs,Gleaming golden plates overlap and protect the wearer's feet and shins. Originally designed to be worn by the Pan  it's impressive how the armor can be adapted to fit human proportions without sacrificing its durability or protective properties.,https://remnant.wiki/Radiant_Greaves
4sy6z9,Realmwalker Pantaloons,legs,There is hardly a world where these boots haven't tread.,https://remnant.wiki/Realmwalker_Pantaloons
e4fbbu,Red Widow Leggings,legs,Even though this armor was designed to be worn by a Pan warrior  you are still able wear it and benefit from its protection.,https://remnant.wiki/Red_Widow_Leggings
rsyilr,Space Worker Legs,legs,The magnets in the boots are far stronger than those in the gloves. It's unclear how they know when to activate  but they do so on their own. Massive as N'Erud is  it must not provide enough gravity to ensure its workers remain attached to...,https://remnant.wiki/Space_Worker_Legs
gv2eqj,Survivor Leggings,legs,Provides minimal protection  but serve the purpose of covering up skin to prevent minor cuts and scrapes while trekking through rough terrain.,https://remnant.wiki/Survivor_Leggings
m16oqd,Technician Greaves,legs,Designed for stability rather than speed. Plant your weight in these things  and you'd be very difficult to move.,https://remnant.wiki/Technician_Greaves
olwicb,Trainer Workboots,legs,Durable pants that are used to handling more than a little dirt and fur. The canteen is for your companion  while the flask is all yours.,https://remnant.wiki/Trainer_Workboots
73lqjk,Void Greaves,legs,A sturdy pair of footwear  expertly crafted from the same unknown material the other Void armor pieces. Their angular design and jagged edges give their wearer an intimidating and fearsome look. But these boots are more than fashion statement-they provided unparalleled protection and stability in the treacherous environments of Rhom.,https://remnant.wiki/Void_Greaves
sem0s8,Zealot's Seaboots,legs,Tall wading boots and toughened leather may protect your legs from the unruly waters of Losomn  but they will do nothing to guard against the treacherous creatures that lurk just beneath those sullied waves  thirsting for the blood of those who stray too far from shore.,https://remnant.wiki/Zealot's_Seaboots
777968,77 79 68,mod,TOGGLE COMBAT FIRING MODESTOGGLE COMBAT FIRING MODES,https://remnant.wiki/Polygun
h9k5pd,Abrasive Rounds,mod,Imbues ammunition with BLEED and increases Lifesteal by 5% for 20s. Shots also apply BLEEDING  dealing 200 damage over 10s.,https://remnant.wiki/Abrasive_Rounds
h9k5pl,Accelerator,mod,Charge Melee Attacks increase the speed of all Melee Attacks by 10% for 5s.,https://remnant.wiki/Atom_Smasher
vi86jx,Aftermath,mod,On Relic Use  Redeemer stores the wielder's equipped Relic effect with the weapon as a launchable payload. Upon firing  the payload bursts across 4m when contacting a human ally  or lays dormant up to 15s until an ally gets close. Max 1 stored Relic which cannot be modified.,https://remnant.wiki/Redeemer
mqta6g,Astral Burst,mod,Fires a short range burst of 7 star fragments which deal 35 - 105 damage each. Fragments bounce off walls up to 3 times  dealing 35% additional damage per bounce. Weakspot hits deal reduced damage.,https://remnant.wiki/Astral_Burst
wszjeu,Awakening,mod,Incoming damage grants Awakening which increases Melee Damage by 5% per stack for 10s. Max 10 stacks.,https://remnant.wiki/Wrathbringer
k7z7r2,Banish,mod,Banishes enemies or allies into another dimension for 4s. When Banish ends  enemies take 1.25x → 1.5x the damage from the Repulsor's primary fire for 8s.  Powerful enemies won't be banished  but will take increased damage from any Repulsor while debuffed.,https://remnant.wiki/Repulsor
5ke493,Beta Ray,mod,Brands a target for 30s. Branded enemies that die leave a Brand at their location.  Reloading or Swapping detonates Brands dealing 225 → 675 damage. Additional Brands (3 Max) on the same target deal 50% damage. Slain enemies return 5% - 15% of Ammo and Mod Power to the weapon.,https://remnant.wiki/Alpha_/_Omega
puif17,Beyond the Veil,mod,Neutral Evade turns to mist  granting Nightshade 5% base damage as Lifesteal for 5s. Perfect Dodge doubles duration.,https://remnant.wiki/Nightshade
s7ozpe,Big Bang,mod,Funnels all current Mod Charges into the next shot. Projectile deals 65 → 195 direct damage and 65 → 195 Explosive damage per Charge consumed in a 5m radius. Explosion applies 75 → 225 BURNING damage over 10s per Charge consumed.  Additional Charges consumed increase all damage by 5%. Max 5 Charges.,https://remnant.wiki/Star_Shot
gdY2uZ,Blaze,mod,Charge Melee Attacks apply BURNING which deals 200 - 600 FIRE damage over 5s.,https://remnant.wiki/Smolder
ss7zwt,Blood Draw,mod,Shoots out razor-sharp Chain Shards which impale up to 5 targets within 15m  dealing 10 damage. On hit  chains are pulled towards the caster  dealing 250 damage split equally among enemies and applying 275 BLEEDING damage over 15s.,https://remnant.wiki/Blood_Draw
yxxajn,Bloodline,mod,Fires a devastating blast which penetrates through all enemies in its path. Deals 150 → 450 damage with a 25% Critical damage bonus  and 3x additional stagger.  Bloodline damage increases by 50% for each enemy penetrated.,https://remnant.wiki/Merciless
tw8tbh,Bloodshot,mod,While active  grants unlimited Reserve Ammo  increases Reload Speed by 50%  and shots appy 250 → 750 BLEEDING damage over 10s. If 3 shot hit a Weakspot reloading  Merciless will automatically perform a quick Reload. Lasts 13s.,https://remnant.wiki/Corrupted_Merciless
1rw0kk,Bloodthirst,mod,Attacks from behind enemies always count as Weakspots. Charge Attacks deal 200 → 600 BLEEDING damage over 10s.,https://remnant.wiki/Assassin's_Dagger
iq4wjy,Bore,mod,Fires a drill projectile which bores into enemies on contact  dealing 80 damage. After fully burrowing into an enemy  creates a Weakspot which grants 65% of normal Weakspot Damage on hit. If attached to an existing Weakspot  Ranged Crit Chance is increased by 15% when attacking the drill. Lasts 10s.,https://remnant.wiki/Bore
lxt1j0,Chain of Command,mod,Harpoon Mode: Fire Harpoon to mark target causing primary fire to become Homing Rounds dealing 15% reduced damage. Enemies hit by Homing Rounds build Influence. Recasting exits Mode.  When Influence fills  Monarch automatically reloads  creates a shockwave  and gains 20% Increased Damage and Infinite Reserves. Lasts 20s.,https://remnant.wiki/Monarch
dxnd9s,Chaos Driver,mod,Drives electrified rods which tether to other rods within 10m. Tethers last 10s and deal 20 → 60 SHOCK damage per second.    Targets take 50 → 150 SHOCK damage per second  and 25% damage per extra rod. Increases 1.5x if linked to another rod. Rods in the same target will not link.,https://remnant.wiki/Enigma
an140h,Concussive Shot,mod,Fires a focused blast of air through all targets within 8m  dealing 155 - 465 damage and 4x impact.,https://remnant.wiki/Concussive_Shot
hr3g7o,Corrosive Rounds,mod,Imbues ammunition with ACID and increases Range Critical Chance by 15% for 20s. Shots apply CORRODED dealing 150 - 450 damage over 10s.,https://remnant.wiki/Corrosive_Rounds
a3ctlf,Creeping Mist,mod,Shoots out a canister that shatters to reveal an expanding mist  starting at 7.5m and growing to 15m over 5s. Lasts 20s.  Enemies within the mist receive 25% additional Status Effect Damage and are 5% more likely to be struck with a critical hit from any source. The mists debuff persists for 10s after targets exit the mist.,https://remnant.wiki/Creeping_Mist
2nMTRG,Cube Room,mod,Conjures a 5m anomalous Cube Room which grants allies an increase of 75% Heat Decay Rate  reduces Heat Generation per round when firing weapons that Overheat by 20% and automatically generates missing reserve ammo per second. Lasts 15s.,https://remnant.wiki/Corrupted_Cube_Gun
1bfanq,Cube Shield,mod,Generates a Cube Shield with absorbs up to 500 → 1500 damage from incoming enemy projectiles. Lasts 15s.  Reactivating fires the Cube Shield with damages enemies as it travels. Damage is increased if the Cube Shield has absorbed enemy projectile damage before firing.,https://remnant.wiki/Cube_Gun
1bfadq,Cyclone,mod,Maintaining an overhead Charged Melee forms a 5m sand cyclone  dealing 35 damage per second and pulls enemies towards the wielder. Each Cyclone hit applies EXPOSED for 3s. Max 15s.,https://remnant.wiki/Mirage
ysz4fw,Deadpoint,mod,Fires a cluster bomb which detonates on impact across 2.5m. Each cluster deals up to 50 → 150 damage per explosion within 3.5m.,https://remnant.wiki/Corrupted_Meridian
k7z7rz,Deadwood,mod,Disables automatic BLOWBACK  while increasing Thorn's Reload Speed by 25%  and Fire Rate by 15%.  Reactivating the Mod will trigger an EMPOWERED BLOWBACK  which detonates all needles at once for 100% additional damage. Lasts 20s.,https://remnant.wiki/Thorn
d3q99g,Death Brand,mod,Applies Death Brand to all non-allies within 25m  increasing incoming damage by 10%. Enemies killed while bearing the Death Brand leave behind an Echo which lasts 10s before returning to the Nightmare Realm.  Echoes are drawn to any survivor who walks within 3m  increasing Weakspot Damage dealt by 10% for 10s.,https://remnant.wiki/Corrupted_Rune_Pistol
wilhsl,Death Sentence,mod,Dealing Melee Damage 6 times over 10s empowers Feral Judgement. When empowered  Neutral Backdash Charge Attacks apply Death Sentence.  After 1.5s of being sentenced  the enemy will suffer 10 Phantom Strikes  dealing 25 → 75 Damage each. Deals 25% additional damage to BLEEDING enemies.,https://remnant.wiki/Feral_Judgement
3hqdob,Defrag,mod,Infects weapon with Malware for 30s  causing shots to apply FRAGMENTED for 5s. When a FRAGMENTED enemy dies  they create a Glitch that lasts 15s.  Picking up a Glitch increases All damage by 20% for 15s.  Destroying a Glitch causes it to destabilize  creating a 5m Virus Pool which deals 25 damage per second and applies the FRAGMENTED debuff to enemies inside. Virus Pools last 15s.,https://remnant.wiki/Defrag
ybej3w,Dreadwalker,mod,Enter the Nightmare Realm. Nightfall gains infinite Ammo  a 25% Fire Rate increase  10% Lifesteal  and becomes fully automatic. The wielder becomes significantly harder to hit while moving.  Disables other weapons and Skills for the duration  or until Dreadwalker is deactivated. Lasts 10s.,https://remnant.wiki/Nightfall
